"","player_id","last_name","first_name","bats","pitches","team","x7","year"
"41","willr004","Willits","Reggie","B","R","ANA","OF",2011
"42","wilsb002","Wilson","Bobby","R","R","ANA","C",2011
"43","woodb003","Wood","Brandon","R","R","ANA","SS",2011
"44","alleb001","Allen","Brandon","L","R","ARI","1B",2011
"45","blanh001","Blanco","Henry","R","R","ARI","C",2011
"46","bloow001","Bloomquist","Willie","R","R","ARI","SS",2011
"47","blumg001","Blum","Geoff","B","R","ARI","3B",2011
"48","branr001","Branyan","Russell","L","R","ARI","1B",2011
"49","brazy001","Brazoban","Yhency","R","R","ARI","P",2011
"50","burrs001","Burroughs","Sean","L","R","ARI","3B",2011
"51","casta002","Castillo","Alberto","L","L","ARI","P",2011
"52","collj001","Collmenter","Josh","R","R","ARI","P",2011
"53","cookr001","Cook","Ryan","R","R","ARI","P",2011
"54","cowgc001","Cowgill","Collin","R","L","ARI","OF",2011
"55","demes001","Demel","Sam","R","R","ARI","P",2011
"56","drews001","Drew","Stephen","L","R","ARI","SS",2011
"57","dukez001","Duke","Zach","L","L","ARI","P",2011
"58","enrib001","Enright","Barry","R","R","ARI","P",2011
"59","galaa002","Galarraga","Armando","R","R","ARI","P",2011
"60","gillc002","Gillespie","Cole","R","R","ARI","OF",2011
"61","goldp001","Goldschmidt","Paul","R","R","ARI","1B",2011
"62","gutij002","Gutierrez","Juan","R","R","ARI","P",2011
"63","hammr001","Hammock","Robby","R","R","ARI","OF",2011
"64","heila001","Heilman","Aaron","R","R","ARI","P",2011
"65","hernd002","Hernandez","David","R","R","ARI","P",2011
"66","hilla001","Hill","Aaron","R","R","ARI","2B",2011
"67","hudsd001","Hudson","Daniel","R","R","ARI","P",2011
"68","johnk003","Johnson","Kelly","L","R","ARI","2B",2011
"69","kenni001","Kennedy","Ian","R","R","ARI","P",2011
"70","kroez001","Kroenke","Zach","R","L","ARI","P",2011
"71","marqj001","Marquis","Jason","L","R","ARI","P",2011
"72","mcdoj003","McDonald","John","R","R","ARI","SS",2011
"73","mickk001","Mickolio","Kameron","R","R","ARI","P",2011
"74","milew001","Miley","Wade","L","L","ARI","P",2011
"75","miraj001","Miranda","Juan","L","L","ARI","1B",2011
"76","montm001","Montero","Miguel","L","R","ARI","C",2011
"77","moram002","Mora","Melvin","R","R","ARI","3B",2011
"78","nadyx001","Nady","Xavier","R","R","ARI","1B",2011
"79","overl001","Overbay","Lyle","L","L","ARI","1B",2011
"80","owinm001","Owings","Micah","R","R","ARI","P",2011
"81","parkj001","Parker","Jarrod","R","R","ARI","P",2011
"82","parrg001","Parra","Gerardo","L","L","ARI","OF",2011
"83","patej001","Paterson","Joe","R","L","ARI","P",2011
"84","penaw001","Pena","Wily Mo","R","R","ARI","DH",2011
"85","putzj001","Putz","J.J.","R","R","ARI","P",2011
"86","ransc001","Ransom","Cody","R","R","ARI","SS",2011
"87","rober002","Roberts","Ryan","R","R","ARI","3B",2011
"88","saunj001","Saunders","Joe","L","L","ARI","P",2011
"89","shawb001","Shaw","Bryan","B","R","ARI","P",2011
"90","uptoj001","Upton","Justin","R","R","ARI","OF",2011
"91","vasqe001","Vasquez","Esmerling","R","R","ARI","P",2011
"92","wilsj003","Wilson","Josh","R","R","ARI","SS",2011
"93","younc004","Young","Chris","R","R","ARI","OF",2011
"94","ziegb001","Ziegler","Brad","R","R","ARI","P",2011
"95","beacb001","Beachy","Brandon","R","R","ATL","P",2011
"96","boscj001","Boscan","J.C.","R","R","ATL","C",2011
"97","bourm001","Bourn","Michael","L","R","ATL","OF",2011
"98","conrb001","Conrad","Brooks","B","R","ATL","2B",2011
"99","consj001","Constanza","Jose","L","L","ATL","OF",2011
"100","delgr001","Delgado","Randall","R","R","ATL","P",2011
"101","diazm003","Diaz","Matt","R","R","ATL","OF",2011
"102","freef001","Freeman","Freddie","L","R","ATL","1B",2011
"103","gearc001","Gearrin","Cory","R","R","ATL","P",2011
"104","gonza002","Gonzalez","Alex","R","R","ATL","SS",2011
"105","hanst001","Hanson","Tommy","R","R","ATL","P",2011
"106","hernd001","Hernandez","Diory","R","R","ATL","3B",2011
"107","heywj001","Heyward","Jason","L","L","ATL","OF",2011
"108","hickb002","Hicks","Brandon","R","R","ATL","3B",2011
"109","hinse001","Hinske","Eric","L","R","ATL","OF",2011
"110","hudst001","Hudson","Tim","R","R","ATL","P",2011
"111","jonec004","Jones","Chipper","B","R","ATL","3B",2011
"112","jurrj001","Jurrjens","Jair","R","R","ATL","P",2011
"113","kimbc001","Kimbrel","Craig","R","R","ATL","P",2011
"114","lines001","Linebrink","Scott","R","R","ATL","P",2011
"115","lowed001","Lowe","Derek","R","R","ATL","P",2011
"116","lugoj001","Lugo","Julio","R","R","ATL","3B",2011
"117","martc005","Martinez","Cristhian","R","R","ATL","P",2011
"118","mathj002","Mather","Joe","R","R","ATL","OF",2011
"119","mccab002","McCann","Brian","L","R","ATL","C",2011
"120","mclon001","McLouth","Nate","L","R","ATL","OF",2011
"121","medlk001","Medlen","Kris","B","R","ATL","P",2011
"122","minom001","Minor","Mike","R","L","ATL","P",2011
"123","moylp001","Moylan","Peter","R","R","ATL","P",2011
"124","oflae001","O'Flaherty","Eric","L","L","ATL","P",2011
"125","pradm001","Prado","Martin","R","R","ATL","OF",2011
"126","procs001","Proctor","Scott","R","R","ATL","P",2011
"127","ramiw001","Ramirez","Wilkin","R","R","ATL","OF",2011
"128","richa001","Richardson","Antoan","B","R","ATL","PR",2011
"129","rossd001","Ross","David","R","R","ATL","C",2011
"130","schaj002","Schafer","Jordan","L","L","ATL","OF",2011
"131","sherg001","Sherrill","George","L","L","ATL","P",2011
"132","tehej001","Teheran","Julio","R","R","ATL","P",2011
"133","uggld001","Uggla","Dan","R","R","ATL","2B",2011
"134","valdl001","Valdez","Luis","R","R","ATL","P",2011
"135","varva001","Varvaro","Anthony","R","R","ATL","P",2011
"136","ventj001","Venters","Jonny","L","L","ATL","P",2011
"137","vizca001","Vizcaino","Arodys","R","R","ATL","P",2011
"138","wilsj002","Wilson","Jack","R","R","ATL","SS",2011
"139","younm004","Young","Matt","L","R","ATL","OF",2011
"140","accaj001","Accardo","Jeremy","R","R","BAL","P",2011
"141","adamr003","Adams","Ryan","R","R","BAL","2B",2011
"142","andir001","Andino","Robert","R","R","BAL","2B",2011
"143","anglm001","Angle","Matt","L","R","BAL","OF",2011
"144","arrij001","Arrieta","Jake","R","R","BAL","P",2011
"145","atkim001","Atkins","Mitch","R","R","BAL","P",2011
"146","bellj004","Bell","Josh","B","R","BAL","3B",2011
"147","bergb002","Bergesen","Brad","L","R","BAL","P",2011
"148","berkj001","Berken","Jason","R","R","BAL","P",2011
"149","britz001","Britton","Zach","L","L","BAL","P",2011
"150","davib005","Davis","Blake","L","R","BAL","2B",2011
"151","davic003","Davis","Chris","L","R","BAL","3B",2011
"152","eyrew001","Eyre","Willie","R","R","BAL","P",2011
"153","florp001","Florimon","Pedro","B","R","BAL","SS",2011
"154","fox-j001","Fox","Jake","R","R","BAL","C",2011
"155","gonzm001","Gonzalez","Mike","R","L","BAL","P",2011
"156","gregk001","Gregg","Kevin","R","R","BAL","P",2011
"157","guerv001","Guerrero","Vladimir","R","R","BAL","DH",2011
"158","guthj001","Guthrie","Jeremy","R","R","BAL","P",2011
"159","hardj003","Hardy","J.J.","R","R","BAL","SS",2011
"160","hendm001","Hendrickson","Mark","L","L","BAL","P",2011
"161","hudsk001","Hudson","Kyle","L","L","BAL","OF",2011
"162","huntt002","Hunter","Tommy","R","R","BAL","P",2011
"163","iztuc001","Izturis","Cesar","B","R","BAL","SS",2011
"164","jakuc001","Jakubauskas","Chris","L","R","BAL","P",2011
"165","johnj010","Johnson","Jim","R","R","BAL","P",2011
"166","jonea003","Jones","Adam","R","R","BAL","OF",2011
"167","lee-d002","Lee","Derrek","R","R","BAL","1B",2011
"168","markn001","Markakis","Nick","L","L","BAL","OF",2011
"169","matub001","Matusz","Brian","L","L","BAL","P",2011
"170","pattt001","Patton","Troy","B","L","BAL","P",2011
"171","philz001","Phillips","Zach","L","L","BAL","P",2011
"172","pie-f001","Pie","Felix","L","L","BAL","OF",2011
"173","rapac001","Rapada","Clay","R","L","BAL","P",2011
"174","reimn001","Reimold","Nolan","R","R","BAL","OF",2011
"175","reyej003","Reyes","Jo-Jo","L","L","BAL","P",2011
"176","reynm001","Reynolds","Mark","R","R","BAL","3B",2011
"177","robeb003","Roberts","Brian","B","R","BAL","2B",2011
"178","rupej001","Rupe","Josh","R","R","BAL","P",2011
"179","scotl001","Scott","Luke","L","R","BAL","OF",2011
"180","simoa001","Simon","Alfredo","R","R","BAL","P",2011
"181","snydb003","Snyder","Brandon","R","R","BAL","1B",2011
"182","strop001","Strop","Pedro","R","R","BAL","P",2011
"183","tatuc001","Tatum","Craig","R","R","BAL","C",2011
"184","tillc001","Tillman","Chris","R","R","BAL","P",2011
"185","uehak001","Uehara","Koji","R","R","BAL","P",2011
"186","vandr001","van den Hurk","Rick","R","R","BAL","P",2011
"187","violp001","Viola","Pedro","R","L","BAL","P",2011
"188","wietm001","Wieters","Matt","B","R","BAL","C",2011
"189","worrm001","Worrell","Mark","R","R","BAL","P",2011
"190","aceva001","Aceves","Alfredo","R","R","BOS","P",2011
"191","albem001","Albers","Matt","L","R","BOS","P",2011
"192","andel002","Anderson","Lars","L","L","BOS","1B",2011
"193","atchs001","Atchison","Scott","R","R","BOS","P",2011
"194","avilm001","Aviles","Mike","R","R","BOS","3B",2011
"195","bardd001","Bard","Daniel","R","R","BOS","P",2011
"196","beckj002","Beckett","Josh","R","R","BOS","P",2011
"197","bedae001","Bedard","Erik","L","L","BOS","P",2011
"198","bowdm001","Bowden","Michael","R","R","BOS","P",2011
"199","buchc001","Buchholz","Clay","L","R","BOS","P",2011
"200","camem001","Cameron","Mike","R","R","BOS","OF",2011
"201","crawc002","Crawford","Carl","L","L","BOS","OF",2011
"202","doubf001","Doubront","Felix","L","L","BOS","P",2011
"203","drewj001","Drew","J.D.","L","R","BOS","OF",2011
"204","ellsj001","Ellsbury","Jacoby","L","L","BOS","OF",2011
"205","gathj001","Gathright","Joey","L","R","BOS","OF",2011
"206","gonza003","Gonzalez","Adrian","L","L","BOS","1B",2011
"207","hillr001","Hill","Rich","L","L","BOS","P",2011
"208","hottt001","Hottovy","Tommy","L","L","BOS","P",2011
"209","iglej001","Iglesias","Jose","R","R","BOS","SS",2011
"210","jackc002","Jackson","Conor","R","R","BOS","OF",2011
"211","jenkb001","Jenks","Bobby","R","R","BOS","P",2011
"212","lackj001","Lackey","John","R","R","BOS","P",2011
"213","lavar001","Lavarnway","Ryan","R","R","BOS","C",2011
"214","lestj001","Lester","Jon","L","L","BOS","P",2011
"215","lowrj001","Lowrie","Jed","B","R","BOS","SS",2011
"216","matsd001","Matsuzaka","Daisuke","R","R","BOS","P",2011
"217","mcdod002","McDonald","Darnell","R","R","BOS","OF",2011
"218","milla002","Miller","Andrew","L","L","BOS","P",2011
"219","millt002","Miller","Trever","R","L","BOS","P",2011
"220","moraf001","Morales","Franklin","L","L","BOS","P",2011
"221","navay001","Navarro","Yamaico","R","R","BOS","3B",2011
"222","okajh001","Okajima","Hideki","L","L","BOS","P",2011
"223","ortid001","Ortiz","David","L","L","BOS","DH",2011
"224","papej001","Papelbon","Jonathan","R","R","BOS","P",2011
"225","pedrd001","Pedroia","Dustin","R","R","BOS","2B",2011
"226","reddj001","Reddick","Josh","L","R","BOS","OF",2011
"227","reyed001","Reyes","Dennys","R","L","BOS","P",2011
"228","saltj001","Saltalamacchia","Jarrod","B","R","BOS","C",2011
"229","scutm001","Scutaro","Marco","R","R","BOS","SS",2011
"230","spean001","Spears","Nate","L","R","BOS","2B",2011
"231","suttd002","Sutton","Drew","B","R","BOS","3B",2011
"232","tazaj001","Tazawa","Junichi","R","R","BOS","P",2011
"233","varij001","Varitek","Jason","B","R","BOS","C",2011
"234","waket001","Wakefield","Tim","R","R","BOS","P",2011
"235","weilk001","Weiland","Kyle","L","R","BOS","P",2011
"236","wheed001","Wheeler","Dan","R","R","BOS","P",2011
"237","willr003","Williams","Randy","L","L","BOS","P",2011
"238","youkk001","Youkilis","Kevin","R","R","BOS","3B",2011
"239","axeld001","Axelrod","Dylan","R","R","CHA","P",2011
"240","beckg001","Beckham","Gordon","R","R","CHA","2B",2011
"241","brunb001","Bruney","Brian","R","R","CHA","P",2011
"242","buehm001","Buehrle","Mark","L","L","CHA","P",2011
"243","castr002","Castro","Ramon","R","R","CHA","C",2011
"244","craij001","Crain","Jesse","R","R","CHA","P",2011
"245","dankj001","Danks","John","L","L","CHA","P",2011
"246","deaza001","de Aza","Alejandro","L","L","CHA","OF",2011
"247","dunna001","Dunn","Adam","L","R","CHA","DH",2011
"248","escoe001","Escobar","Eduardo","B","R","CHA","SS",2011
"249","flowt001","Flowers","Tyler","R","R","CHA","C",2011
"250","floyg001","Floyd","Gavin","R","R","CHA","P",2011
"251","frasj002","Frasor","Jason","R","R","CHA","P",2011
"252","grayj002","Gray","Jeff","R","R","CHA","P",2011
"253","harrl002","Harrell","Lucas","B","R","CHA","P",2011
"254","humbp001","Humber","Philip","R","R","CHA","P",2011
"255","jacke001","Jackson","Edwin","R","R","CHA","P",2011
"256","kinnj001","Kinney","Josh","R","R","CHA","P",2011
"257","konep001","Konerko","Paul","R","R","CHA","1B",2011
"258","lillb001","Lillibridge","Brent","R","R","CHA","OF",2011
"259","linds001","Lindsay","Shane","R","R","CHA","P",2011
"260","lucyd001","Lucy","Donny","R","R","CHA","C",2011
"261","mcphd001","McPherson","Dallas","L","R","CHA","1B",2011
"262","milll002","Milledge","Lastings","R","R","CHA","OF",2011
"263","moreb001","Morel","Brent","R","R","CHA","3B",2011
"264","ohmaw001","Ohman","Will","L","L","CHA","P",2011
"265","peavj001","Peavy","Jake","R","R","CHA","P",2011
"266","penat003","Pena","Tony","R","R","CHA","P",2011
"267","piera001","Pierzynski","A.J.","L","R","CHA","C",2011
"268","pierj002","Pierre","Juan","L","L","CHA","OF",2011
"269","quenc001","Quentin","Carlos","R","R","CHA","OF",2011
"270","ramia003","Ramirez","Alexei","R","R","CHA","SS",2011
"271","reeda001","Reed","Addison","L","R","CHA","P",2011
"272","riosa002","Rios","Alex","R","R","CHA","OF",2011
"273","salec001","Sale","Chris","L","L","CHA","P",2011
"274","santh001","Santiago","Hector","R","L","CHA","P",2011
"275","sants001","Santos","Sergio","R","R","CHA","P",2011
"276","stewz001","Stewart","Zach","R","R","CHA","P",2011
"277","teahm001","Teahen","Mark","L","R","CHA","3B",2011
"278","thorm001","Thornton","Matt","L","L","CHA","P",2011
"279","vicid001","Viciedo","Dayan","R","R","CHA","OF",2011
"280","vizqo001","Vizquel","Omar","B","R","CHA","3B",2011
"281","bakej001","Baker","Jeff","R","R","CHN","1B",2011
"282","barnd001","Barney","Darwin","R","R","CHN","2B",2011
"283","bergj002","Berg","Justin","R","R","CHN","P",2011
"284","byrdm001","Byrd","Marlon","R","R","CHN","OF",2011
"285","campt001","Campana","Tony","L","L","CHN","OF",2011
"286","carpc003","Carpenter","Chris","R","R","CHN","P",2011
"287","casha001","Cashner","Andrew","R","R","CHN","P",2011
"288","casts001","Castro","Starlin","R","R","CHN","SS",2011
"289","castw002","Castillo","Welington","R","R","CHN","C",2011
"290","clevs001","Clevenger","Steve","L","R","CHN","C",2011
"291","colec001","Coleman","Casey","L","R","CHN","P",2011
"292","colvt001","Colvin","Tyler","L","L","CHN","OF",2011
"293","david002","Davis","Doug","R","L","CHN","P",2011
"294","dempr002","Dempster","Ryan","R","R","CHN","P",2011
"295","dewib001","DeWitt","Blake","L","R","CHN","OF",2011
"296","dolir001","Dolis","Rafael","R","R","CHN","P",2011
"297","fukuk001","Fukudome","Kosuke","L","R","CHN","OF",2011
"298","garzm001","Garza","Matt","R","R","CHN","P",2011
"299","gaubj001","Gaub","John","R","L","CHN","P",2011
"300","grabj002","Grabow","John","L","L","CHN","P",2011
"301","hillk002","Hill","Koyie","B","R","CHN","C",2011
"302","johnr008","Johnson","Reed","R","R","CHN","OF",2011
"303","lahab001","LaHair","Bryan","L","R","CHN","OF",2011
"304","lemad001","LeMahieu","DJ","R","R","CHN","2B",2011
"305","loper001","Lopez","Rodrigo","R","R","CHN","P",2011
"306","mains001","Maine","Scott","L","L","CHN","P",2011
"307","marmc001","Marmol","Carlos","R","R","CHN","P",2011
"308","marss002","Marshall","Sean","L","L","CHN","P",2011
"309","matem001","Mateo","Marcos","R","R","CHN","P",2011
"310","montl001","Montanez","Luis","R","R","CHN","OF",2011
"311","ortir002","Ortiz","Ramon","R","R","CHN","P",2011
"312","penac001","Pena","Carlos","L","L","CHN","1B",2011
"313","ramia001","Ramirez","Aramis","R","R","CHN","3B",2011
"314","russj003","Russell","James","L","L","CHN","P",2011
"315","samaj001","Samardzija","Jeff","R","R","CHN","P",2011
"316","snydb002","Snyder","Brad","L","L","CHN","OF",2011
"317","soria001","Soriano","Alfonso","R","R","CHN","OF",2011
"318","sotog001","Soto","Geovany","R","R","CHN","C",2011
"319","stevj001","Stevens","Jeff","R","R","CHN","P",2011
"320","wellr001","Wells","Randy","R","R","CHN","P",2011
"321","woodk002","Wood","Kerry","R","R","CHN","P",2011
"322","zambc001","Zambrano","Carlos","B","R","CHN","P",2011
"323","alony001","Alonso","Yonder","L","R","CIN","OF",2011
"324","arrej001","Arredondo","Jose","R","R","CIN","P",2011
"325","arrob001","Arroyo","Bronson","R","R","CIN","P",2011
"326","bailh001","Bailey","Homer","R","R","CIN","P",2011
"327","brayb001","Bray","Bill","L","L","CIN","P",2011
"328","brucj001","Bruce","Jay","L","L","CIN","OF",2011
"329","burtj001","Burton","Jared","R","R","CIN","P",2011
"330","cairm001","Cairo","Miguel","R","R","CIN","3B",2011
"331","chapa001","Chapman","Aroldis","L","L","CIN","P",2011
"332","cordf002","Cordero","Francisco","R","R","CIN","P",2011
"333","cozaz001","Cozart","Zack","R","R","CIN","SS",2011
"334","cuetj001","Cueto","Johnny","R","R","CIN","P",2011
"335","fishc001","Fisher","Carlos","R","R","CIN","P",2011
"336","franj005","Francisco","Juan","L","R","CIN","3B",2011
"337","frazt001","Frazier","Todd","R","R","CIN","3B",2011
"338","gomej001","Gomes","Jonny","R","R","CIN","OF",2011
"339","hanir001","Hanigan","Ryan","R","R","CIN","C",2011
"340","heisc001","Heisey","Chris","R","R","CIN","OF",2011
"341","hermj001","Hermida","Jeremy","L","R","CIN","OF",2011
"342","hernr002","Hernandez","Ramon","R","R","CIN","C",2011
"343","horsj001","Horst","Jeremy","L","L","CIN","P",2011
"344","janip001","Janish","Paul","R","R","CIN","SS",2011
"345","leakm001","Leake","Mike","R","R","CIN","P",2011
"346","lecus001","LeCure","Sam","R","R","CIN","P",2011
"347","lewif001","Lewis","Fred","L","R","CIN","OF",2011
"348","malom001","Maloney","Matt","L","L","CIN","P",2011
"349","massn001","Masset","Nick","R","R","CIN","P",2011
"350","mesod001","Mesoraco","Devin","R","R","CIN","C",2011
"351","ondrl001","Ondrusek","Logan","R","R","CIN","P",2011
"352","philb001","Phillips","Brandon","R","R","CIN","2B",2011
"353","reinc001","Reineke","Chad","R","R","CIN","P",2011
"354","rente001","Renteria","Edgar","R","R","CIN","SS",2011
"355","roles001","Rolen","Scott","R","R","CIN","3B",2011
"356","sappd001","Sappelt","Dave","R","R","CIN","OF",2011
"357","smitj003","Smith","Jordan","R","R","CIN","P",2011
"358","stubd001","Stubbs","Drew","R","R","CIN","OF",2011
"359","thomd003","Thompson","Daryl","R","R","CIN","P",2011
"360","valac001","Valaika","Chris","R","R","CIN","3B",2011
"361","volqe001","Volquez","Edinson","R","R","CIN","P",2011
"362","vottj001","Votto","Joey","L","R","CIN","1B",2011
"363","willd003","Willis","Dontrelle","L","L","CIN","P",2011
"364","woodt004","Wood","Travis","R","L","CIN","P",2011
"365","branm003","Brantley","Michael","L","L","CLE","OF",2011
"366","buckt001","Buck","Travis","L","R","CLE","OF",2011
"367","cabra002","Cabrera","Asdrubal","B","R","CLE","SS",2011
"368","cabro001","Cabrera","Orlando","R","R","CLE","2B",2011
"369","carmf001","Carmona","Fausto","R","R","CLE","P",2011
"370","carrc003","Carrasco","Carlos","R","R","CLE","P",2011
"371","carre001","Carrera","Ezequiel","L","L","CLE","OF",2011
"372","chisl001","Chisenhall","Lonnie","L","R","CLE","3B",2011
"373","choos001","Choo","Shin-Soo","L","L","CLE","OF",2011
"374","crowt001","Crowe","Trevor","B","R","CLE","OF",2011
"375","donaj002","Donald","Jason","R","R","CLE","2B",2011
"376","duncs001","Duncan","Shelley","R","R","CLE","OF",2011
"377","durbc001","Durbin","Chad","R","R","CLE","P",2011
"378","evera001","Everett","Adam","R","R","CLE","3B",2011
"379","fukuk001","Fukudome","Kosuke","L","R","CLE","OF",2011
"380","germj001","Germano","Justin","R","R","CLE","P",2011
"381","gomej002","Gomez","Jeanmar","R","R","CLE","P",2011
"382","hafnt001","Hafner","Travis","L","R","CLE","DH",2011
"383","hagan001","Hagadone","Nick","L","L","CLE","P",2011
"384","hannj001","Hannahan","Jack","L","R","CLE","3B",2011
"385","headj001","Head","Jerad","R","R","CLE","OF",2011
"386","herrf001","Herrmann","Frank","L","R","CLE","P",2011
"387","huffd001","Huff","David","B","L","CLE","P",2011
"388","jimeu001","Jimenez","Ubaldo","R","R","CLE","P",2011
"389","judyj001","Judy","Josh","R","R","CLE","P",2011
"390","keara001","Kearns","Austin","R","R","CLE","OF",2011
"391","kipnj001","Kipnis","Jason","L","R","CLE","2B",2011
"392","klubc001","Kluber","Corey","R","R","CLE","P",2011
"393","lapom001","LaPorta","Matt","R","R","CLE","1B",2011
"394","marsl001","Marson","Lou","R","R","CLE","C",2011
"395","mastj001","Masterson","Justin","R","R","CLE","P",2011
"396","mcalz001","McAllister","Zach","R","R","CLE","P",2011
"397","perec002","Perez","Chris","R","R","CLE","P",2011
"398","perer002","Perez","Rafael","L","L","CLE","P",2011
"399","pestv001","Pestano","Vinnie","R","R","CLE","P",2011
"400","phelc001","Phelps","Cord","B","R","CLE","2B",2011
"401","putnz001","Putnam","Zach","R","R","CLE","P",2011
"402","santc002","Santana","Carlos","B","R","CLE","C",2011
"403","sippt001","Sipp","Tony","L","L","CLE","P",2011
"404","sizeg001","Sizemore","Grady","L","L","CLE","OF",2011
"405","smitj002","Smith","Joe","R","R","CLE","P",2011
"406","talbm001","Talbot","Mitch","R","R","CLE","P",2011
"407","thomj002","Thome","Jim","L","R","CLE","DH",2011
"408","tomlj001","Tomlin","Josh","R","R","CLE","P",2011
"409","valbl001","Valbuena","Luis","L","R","CLE","2B",2011
"410","whita001","White","Alex","R","R","CLE","P",2011
"411","alfoe002","Alfonzo","Eliezer","R","R","COL","C",2011
"412","ameza001","Amezaga","Alfredo","B","R","COL","2B",2011
"413","belim001","Belisle","Matt","R","R","COL","P",2011
"414","betar001","Betancourt","Rafael","R","R","COL","P",2011
"415","billb002","Billings","Bruce","R","R","COL","P",2011
"416","blacc001","Blackmon","Charlie","L","L","COL","OF",2011
"417","brotr001","Brothers","Rex","L","L","COL","P",2011
"418","chacj001","Chacin","Jhoulys","R","R","COL","P",2011
"419","cooka002","Cook","Aaron","R","R","COL","P",2011
"420","dalem002","Daley","Matt","R","R","COL","P",2011
"421","delaj001","de la Rosa","Jorge","L","L","COL","P",2011
"422","ellim001","Ellis","Mark","R","R","COL","2B",2011
"423","escae001","Escalona","Edgmer","R","R","COL","P",2011
"424","fielt001","Field","Thomas","R","R","COL","SS",2011
"425","fowld001","Fowler","Dexter","B","R","COL","OF",2011
"426","garnc001","Garner","Cole","R","R","COL","OF",2011
"427","giamj001","Giambi","Jason","L","R","COL","1B",2011
"428","gomeh001","Gomez","Hector","R","R","COL","SS",2011
"429","gonzc001","Gonzalez","Carlos","L","L","COL","OF",2011
"430","gonze001","Gonzalez","Edgar","R","R","COL","P",2011
"431","hammj002","Hammel","Jason","R","R","COL","P",2011
"432","heltt001","Helton","Todd","L","L","COL","1B",2011
"433","herrj002","Herrera","Jonathan","B","R","COL","2B",2011
"434","iannc001","Iannetta","Chris","R","R","COL","C",2011
"435","jimeu001","Jimenez","Ubaldo","R","R","COL","P",2011
"436","johna002","Johnson","Alan","R","R","COL","P",2011
"437","kouzk001","Kouzmanoff","Kevin","R","R","COL","3B",2011
"438","lindm001","Lindstrom","Matt","R","R","COL","P",2011
"439","lopej003","Lopez","Jose","R","R","COL","3B",2011
"440","millj005","Miller","Jim","R","R","COL","P",2011
"441","millk004","Millwood","Kevin","R","R","COL","P",2011
"442","moraf001","Morales","Franklin","L","L","COL","P",2011
"443","moraj002","Morales","Jose","B","R","COL","C",2011
"444","mortc003","Mortensen","Clayton","R","R","COL","P",2011
"445","nelsc001","Nelson","Chris","R","R","COL","2B",2011
"446","nicaj001","Nicasio","Juan","R","R","COL","P",2011
"447","pachj001","Pacheco","Jordan","R","R","COL","1B",2011
"448","pagnm001","Pagnozzi","Matt","R","R","COL","C",2011
"449","paulf001","Paulino","Felipe","R","R","COL","P",2011
"450","pomed001","Pomeranz","Drew","R","L","COL","P",2011
"451","reyng001","Reynolds","Greg","R","R","COL","P",2011
"452","reynm002","Reynolds","Matt","L","L","COL","P",2011
